Tahun	Bulan	Jenis Ikan	Volume Produksi (kg)
2024	Januari	Setuhuk Hitam	-
2024	Januari	Tenggiri	-
2024	Januari	Cucut Lanjam	-
2024	Februari	Teri (Anchovy)	24.023
2024	Februari	Teri Nasi (Anchovies)	30
2024	Februari	Belanak (Mullets)	179
2024	Februari	Bentong (Oxeye scad)	1.381
2024	Februari	Cendro (Needle fish)	84
2024	Februari	Talang-Talang (Queen fish)	75
2024	Februari	Ikan Terbang (Flying fish)	-
2024	Februari	Japuh (Rainbow sardine)	148
2024	Februari	"Banyar Restrelliger 
kanagurta"	4.106
2024	Februari	Kembung (Indian mackerels)	13.544
2024	Februari	Layang (Scads)	6.413
2024	Februari	Siro/Lemuru (Spotted sardinella)	324
2024	Februari	Selar (Trevallies)	2.569
2024	Februari	Tembang (Fringescale sardinella)	2.914
2024	Februari	Selanget (Chacunda gizzard shad)	16.549
2024	Februari	Tetengkek (Torpedo scad)	1.354
2024	Februari	Semar (Mene maculata)	223
2024	Februari	Tongkol (Frigate tuna)	275
2024	Februari	Layaran (Indo-pacific sailfish)	115
2024	Februari	Tenggiri (Narrow barred king mackerel)	3.163
2024	Februari	Cucut (Sharks)	103
2024	Februari	Manyung (Sea-cat fishes)	363
2024	Februari	Sebelah (Croaker)	723
2024	Februari	Kuwe (Great trevally)	359
2024	Februari	Bawal Hitam (Black pomfret)	34
2024	Februari	Bawal Putih (White pomfret)	-
2024	Februari	Golok-Golok (Dorab Wolf Hering)	1.308
2024	Februari	Beloso (Lizard fishes)	1.349
2024	Februari	Gerot-gerot (Saddle grunt)	-
2024	Februari	Peperek (Pony fishes)	23.158
2024	Februari	Kakap Putih (Giant Perach)	3
2024	Februari	Kakap Merah (Red Snapper)	55
2024	Februari	Jenaha (Snapper)	46
2024	Februari	Kurisi (Threadfin bream)	101
2024	Februari	Kuniran (Sulphur goatfish)	12.845
2024	Februari	Kuro (Giant threadfish)	693
2024	Februari	Alu-alu (Barracuda)	104
2024	Februari	Kerong-Kerong (Jarbua terapon)	3.775
2024	Februari	Layur (Hairtail fishes)	414
2024	Februari	Samgeh (Croackers)	5.687
2024	Februari	Pari (Rays)	1.409
2024	Februari	Ekor Kuning (Yellow tail)	25
2024	Februari	Kerapu (Grouper)	47
2024	Februari	Beronang (Spotted spinefoot)	50
2024	Februari	" Udang 
Jerbung"	1.398
2024	Februari	Udang Krosok (Tiger cat shrimp)	6.369
2024	Februari	Rajungan (Swimming crabs)	10.771
2024	Februari	Cumi-cumi (Common squids)	32.406
2024	Februari	Sotong (Cuttle fish)	4.097
2024	Februari	Gurita (Octopuses)	1.372
2024	Februari	Udang lainnya (Other shrimps)	2.519
2024	Februari	"Udang Dogol Metapenaeus 
monoceros"	-
2024	Februari	"Sembilang  Euristhmus 
microceps"	1.513
2024	Februari	"Udang Kipas Tenus 
Orientalis"	93
2024	Februari	Ikan Karang Lainnya	-
2024	Februari	Gabus Laut	47
2024	Februari	 Lemadang 	-
2024	Februari	 Lencam	18
2024	Februari	 Ayam-ayam	-
2024	Februari	 Rejung	-
2024	Februari	Layang Deles	-
2024	Februari	Sunglir	-
2024	Februari	Tuna Mata Besar	-
2024	Februari	Madidihang	-
2024	Februari	Tongkol Pisang Balaki	-
2024	Februari	Cakalang	-
2024	Februari	Lemadang	-
2024	Februari	Setuhuk Hitam	-
2024	Februari	Tenggiri	-
2024	Februari	Cucut Lanjam	-
2024	Maret	Teri (Anchovy)	44.573
2024	Maret	Teri Nasi (Anchovies)	14
2024	Maret	Belanak (Mullets)	138
2024	Maret	Bentong (Oxeye scad)	3.682
2024	Maret	Cendro (Needle fish)	52
2024	Maret	Talang-Talang (Queen fish)	132
2024	Maret	Ikan Terbang (Flying fish)	28
2024	Maret	Japuh (Rainbow sardine)	441
2024	Maret	"Banyar Restrelliger 
kanagurta"	4.545
2024	Maret	Kembung (Indian mackerels)	38.328
2024	Maret	Layang (Scads)	1.780
2024	Maret	Siro/Lemuru (Spotted sardinella)	3.025
2024	Maret	Selar (Trevallies)	3.401
2024	Maret	Tembang (Fringescale sardinella)	4.519
2024	Maret	Selanget (Chacunda gizzard shad)	21.146
2024	Maret	Tetengkek (Torpedo scad)	3854
2024	Maret	Semar (Mene maculata)	26
2024	Maret	Tongkol (Frigate tuna)	893
2024	Maret	Layaran (Indo-pacific sailfish)	44
2024	Maret	Tenggiri (Narrow barred king mackerel)	3.140
2024	Maret	Cucut (Sharks)	46
2024	Maret	Manyung (Sea-cat fishes)	266
2024	Maret	Sebelah (Croaker)	284
2024	Maret	Kuwe (Great trevally)	461
2024	Maret	Bawal Hitam (Black pomfret)	-
2024	Maret	Bawal Putih (White pomfret)	-
2024	Maret	Golok-Golok (Dorab Wolf Hering)	1.374
2024	Maret	Beloso (Lizard fishes)	262
2024	Maret	Gerot-gerot (Saddle grunt)	-
2024	Maret	Peperek (Pony fishes)	23.480
2024	Maret	Kakap Putih (Giant Perach)	13
2024	Maret	Kakap Merah (Red Snapper)	31
2024	Maret	Jenaha (Snapper)	51
2024	Maret	Kurisi (Threadfin bream)	2
2024	Maret	Kuniran (Sulphur goatfish)	4.631
2024	Maret	Kuro (Giant threadfish)	679
2024	Maret	Alu-alu (Barracuda)	115
2024	Maret	Kerong-Kerong (Jarbua terapon)	6.449
2024	Maret	Layur (Hairtail fishes)	815
2024	Maret	Samgeh (Croackers)	3.605
2024	Maret	Pari (Rays)	1.054
2024	Maret	Ekor Kuning (Yellow tail)	47
2024	Maret	Kerapu (Grouper)	42
2024	Maret	Beronang (Spotted spinefoot)	-
2024	Maret	" Udang 
Jerbung"	2.888
2024	Maret	Udang Krosok (Tiger cat shrimp)	7.617
2024	Maret	Rajungan (Swimming crabs)	8.666
2024	Maret	Cumi-cumi (Common squids)	35.036
2024	Maret	Sotong (Cuttle fish)	3.803
2024	Maret	Gurita (Octopuses)	450
2024	Maret	Udang lainnya (Other shrimps)	5.236
2024	Maret	"Udang Dogol Metapenaeus 
monoceros"	-
2024	Maret	"Sembilang  Euristhmus 
microceps"	1.972
2024	Maret	"Udang Kipas Tenus 
Orientalis"	28
2024	Maret	Ikan Karang Lainnya	39
2024	Maret	Gabus Laut	31
2024	Maret	 Lemadang 	-
2024	Maret	 Lencam	-
2024	Maret	 Ayam-ayam	-
2024	Maret	 Rejung	-
2024	Maret	Layang Deles	-
2024	Maret	Sunglir	-
2024	Maret	Tuna Mata Besar	-
2024	Maret	Madidihang	-
2024	Maret	Tongkol Pisang Balaki	-
2024	Maret	Cakalang	-
2024	Maret	Lemadang	-
2024	Maret	Setuhuk Hitam	-
2024	Maret	Tenggiri	-
2024	Maret	Cucut Lanjam	-
2024	April	Teri (Anchovy)	59.718
2024	April	Teri Nasi (Anchovies)	-
2024	April	Belanak (Mullets)	235
2024	April	Bentong (Oxeye scad)	595
2024	April	Cendro (Needle fish)	71
2024	April	Talang-Talang (Queen fish)	169
2024	April	Ikan Terbang (Flying fish)	-
2024	April	Japuh (Rainbow sardine)	1.815
2024	April	"Banyar Restrelliger 
kanagurta"	1.622
2024	April	Kembung (Indian mackerels)	64.618
2024	April	Layang (Scads)	11.481
2024	April	Siro/Lemuru (Spotted sardinella)	13.156
2024	April	Selar (Trevallies)	3.140
2024	April	Tembang (Fringescale sardinella)	22.909
2024	April	Selanget (Chacunda gizzard shad)	3.400
2024	April	Tetengkek (Torpedo scad)	3.220
2024	April	Semar (Mene maculata)	11
2024	April	Tongkol (Frigate tuna)	3.857
2024	April	Layaran (Indo-pacific sailfish)	6
2024	April	Tenggiri (Narrow barred king mackerel)	1.651
2024	April	Cucut (Sharks)	16
2024	April	Manyung (Sea-cat fishes)	190
2024	April	Sebelah (Croaker)	149
2024	April	Kuwe (Great trevally)	613
2024	April	Bawal Hitam (Black pomfret)	13
2024	April	Bawal Putih (White pomfret)	-
2024	April	Golok-Golok (Dorab Wolf Hering)	1.193
2024	April	Beloso (Lizard fishes)	511
2024	April	Gerot-gerot (Saddle grunt)	-
2024	April	Peperek (Pony fishes)	9.963
2024	April	Kakap Putih (Giant Perach)	-
2024	April	Kakap Merah (Red Snapper)	6
2024	April	Jenaha (Snapper)	23
2024	April	Kurisi (Threadfin bream)	1.677
2024	April	Kuniran (Sulphur goatfish)	7.981
2024	April	Kuro (Giant threadfish)	137
2024	April	Alu-alu (Barracuda)	53
2024	April	Kerong-Kerong (Jarbua terapon)	2.119
2024	April	Layur (Hairtail fishes)	981
2024	April	Samgeh (Croackers)	3.936
2024	April	Pari (Rays)	960
2024	April	Ekor Kuning (Yellow tail)	13
2024	April	Kerapu (Grouper)	27
2024	April	Beronang (Spotted spinefoot)	-
2024	April	" Udang 
Jerbung"	1.497
2024	April	Udang Krosok (Tiger cat shrimp)	4.464
2024	April	Rajungan (Swimming crabs)	5.990
2024	April	Cumi-cumi (Common squids)	19.304
2024	April	Sotong (Cuttle fish)	2.185
2024	April	Gurita (Octopuses)	45
2024	April	Udang lainnya (Other shrimps)	5.564
2024	April	"Udang Dogol Metapenaeus 
monoceros"	-
2024	April	"Sembilang  Euristhmus 
microceps"	1.391
2024	April	"Udang Kipas Tenus 
Orientalis"	3
2024	April	Ikan Karang Lainnya	31
2024	April	Gabus Laut	43
2024	April	 Lemadang 	-
2024	April	 Lencam	13
2024	April	 Ayam-ayam	-
2024	April	 Rejung	-
2024	April	Layang Deles	-
2024	April	Sunglir	-
2024	April	Tuna Mata Besar	-
2024	April	Madidihang	-
2024	April	Tongkol Pisang Balaki	-
2024	April	Cakalang	-
2024	April	Lemadang	-
2024	April	Setuhuk Hitam	-
2024	April	Tenggiri	-
2024	April	Cucut Lanjam	-
2024	Mei	Teri (Anchovy)	8.590
2024	Mei	Teri Nasi (Anchovies)	559
2024	Mei	Belanak (Mullets)	265
2024	Mei	Bentong (Oxeye scad)	1.578
2024	Mei	Cendro (Needle fish)	288
2024	Mei	Talang-Talang (Queen fish)	34
2024	Mei	Ikan Terbang (Flying fish)	30
2024	Mei	Japuh (Rainbow sardine)	859
2024	Mei	"Banyar Restrelliger 
kanagurta"	2.665
2024	Mei	Kembung (Indian mackerels)	93.745
2024	Mei	Layang (Scads)	1.090
2024	Mei	Siro/Lemuru (Spotted sardinella)	45.145
2024	Mei	Selar (Trevallies)	3.816
2024	Mei	Tembang (Fringescale sardinella)	16.176
2024	Mei	Selanget (Chacunda gizzard shad)	3.657
2024	Mei	Tetengkek (Torpedo scad)	3.513
2024	Mei	Semar (Mene maculata)	-
2024	Mei	Tongkol (Frigate tuna)	2.019
2024	Mei	Layaran (Indo-pacific sailfish)	31
2024	Mei	Tenggiri (Narrow barred king mackerel)	2.416
2024	Mei	Cucut (Sharks)	8
2024	Mei	Manyung (Sea-cat fishes)	160
2024	Mei	Sebelah (Croaker)	590
2024	Mei	Kuwe (Great trevally)	1.718
2024	Mei	Bawal Hitam (Black pomfret)	5
2024	Mei	Bawal Putih (White pomfret)	-
2024	Mei	Golok-Golok (Dorab Wolf Hering)	1.036
2024	Mei	Beloso (Lizard fishes)	1.347
2024	Mei	Gerot-gerot (Saddle grunt)	-
2024	Mei	Peperek (Pony fishes)	11.101
2024	Mei	Kakap Putih (Giant Perach)	38
2024	Mei	Kakap Merah (Red Snapper)	197
2024	Mei	Jenaha (Snapper)	13
2024	Mei	Kurisi (Threadfin bream)	1.631
2024	Mei	Kuniran (Sulphur goatfish)	14.997
2024	Mei	Kuro (Giant threadfish)	41
2024	Mei	Alu-alu (Barracuda)	361
2024	Mei	Kerong-Kerong (Jarbua terapon)	2.095
2024	Mei	Layur (Hairtail fishes)	1.219
2024	Mei	Samgeh (Croackers)	6.235
2024	Mei	Pari (Rays)	1.803
2024	Mei	Ekor Kuning (Yellow tail)	112
2024	Mei	Kerapu (Grouper)	260
2024	Mei	Beronang (Spotted spinefoot)	170
2024	Mei	" Udang 
Jerbung"	1.203
2024	Mei	Udang Krosok (Tiger cat shrimp)	4.699
2024	Mei	Rajungan (Swimming crabs)	7.822
2024	Mei	Cumi-cumi (Common squids)	16.880
2024	Mei	Sotong (Cuttle fish)	3.835
2024	Mei	Gurita (Octopuses)	28
2024	Mei	Udang lainnya (Other shrimps)	4.008
2024	Mei	"Udang Dogol Metapenaeus 
monoceros"	-
2024	Mei	"Sembilang  Euristhmus 
microceps"	2.054
2024	Mei	"Udang Kipas Tenus 
Orientalis"	-
2024	Mei	Ikan Karang Lainnya	8
2024	Mei	Gabus Laut	27
2024	Mei	 Lemadang 	-
2024	Mei	 Lencam	88
2024	Mei	 Ayam-ayam	13
2024	Mei	 Rejung	16
2024	Mei	Layang Deles	-
2024	Mei	Sunglir	-
2024	Mei	Tuna Mata Besar	-
2024	Mei	Madidihang	-
2024	Mei	Tongkol Pisang Balaki	-
2024	Mei	Cakalang	-
2024	Mei	Lemadang	-
2024	Mei	Setuhuk Hitam	-
2024	Mei	Tenggiri	-
2024	Mei	Cucut Lanjam	-
2024	Juni	Teri (Anchovy)	7.340
2024	Juni	Teri Nasi (Anchovies)	244
2024	Juni	Belanak (Mullets)	76
2024	Juni	Bentong (Oxeye scad)	2.090
2024	Juni	Cendro (Needle fish)	176
2024	Juni	Talang-Talang (Queen fish)	242
2024	Juni	Ikan Terbang (Flying fish)	9
2024	Juni	Japuh (Rainbow sardine)	573
2024	Juni	"Banyar Restrelliger 
kanagurta"	2.692
2024	Juni	Kembung (Indian mackerels)	50.484
2024	Juni	Layang (Scads)	1.703
2024	Juni	Siro/Lemuru (Spotted sardinella)	20.591
2024	Juni	Selar (Trevallies)	2.218
2024	Juni	Tembang (Fringescale sardinella)	5.792
2024	Juni	Selanget (Chacunda gizzard shad)	2.279
2024	Juni	Tetengkek (Torpedo scad)	3.159
2024	Juni	Semar (Mene maculata)	335
2024	Juni	Tongkol (Frigate tuna)	7.490
2024	Juni	Layaran (Indo-pacific sailfish)	13
2024	Juni	Tenggiri (Narrow barred king mackerel)	1.179
2024	Juni	Cucut (Sharks)	37
2024	Juni	Manyung (Sea-cat fishes)	258
2024	Juni	Sebelah (Croaker)	1.263
2024	Juni	Kuwe (Great trevally)	1.017
2024	Juni	Bawal Hitam (Black pomfret)	6
2024	Juni	Bawal Putih (White pomfret)	-
2024	Juni	Golok-Golok (Dorab Wolf Hering)	1.111
2024	Juni	Beloso (Lizard fishes)	1.850
2024	Juni	Gerot-gerot (Saddle grunt)	13
2024	Juni	Peperek (Pony fishes)	17.954
2024	Juni	Kakap Putih (Giant Perach)	10
2024	Juni	Kakap Merah (Red Snapper)	16
2024	Juni	Jenaha (Snapper)	17
2024	Juni	Kurisi (Threadfin bream)	2.598
2024	Juni	Kuniran (Sulphur goatfish)	17.998
2024	Juni	Kuro (Giant threadfish)	9
2024	Juni	Alu-alu (Barracuda)	118
2024	Juni	Kerong-Kerong (Jarbua terapon)	2.302
2024	Juni	Layur (Hairtail fishes)	1.875
2024	Juni	Samgeh (Croackers)	7.025
2024	Juni	Pari (Rays)	2.952
2024	Juni	Ekor Kuning (Yellow tail)	21
2024	Juni	Kerapu (Grouper)	297
2024	Juni	Beronang (Spotted spinefoot)	-
2024	Juni	" Udang 
Jerbung"	706
2024	Juni	Udang Krosok (Tiger cat shrimp)	3.289
2024	Juni	Rajungan (Swimming crabs)	8.224
2024	Juni	Cumi-cumi (Common squids)	6.308
2024	Juni	Sotong (Cuttle fish)	4.950
2024	Juni	Gurita (Octopuses)	484
2024	Juni	Udang lainnya (Other shrimps)	2.640
2024	Juni	"Udang Dogol Metapenaeus 
monoceros"	-
2024	Juni	"Sembilang  Euristhmus 
microceps"	1.931
2024	Juni	"Udang Kipas Tenus 
Orientalis"	17
2024	Juni	Ikan Karang Lainnya	116
2024	Juni	Gabus Laut	37
2024	Juni	 Lemadang 	-
2024	Juni	 Lencam	3
2024	Juni	 Ayam-ayam	5
2024	Juni	 Rejung	2
2024	Juni	Layang Deles	-
2024	Juni	Sunglir	-
2024	Juni	Tuna Mata Besar	-
2024	Juni	Madidihang	-
2024	Juni	Tongkol Pisang Balaki	-
2024	Juni	Cakalang	-
2024	Juni	Lemadang	-
2024	Juni	Setuhuk Hitam	-
2024	Juni	Tenggiri	-
2024	Juni	Cucut Lanjam	-
2024	Juli	Teri (Anchovy)	23.306
2024	Juli	Teri Nasi (Anchovies)	68
2024	Juli	Belanak (Mullets)	138
2024	Juli	Bentong (Oxeye scad)	1.350
2024	Juli	Cendro (Needle fish)	162
2024	Juli	Talang-Talang (Queen fish)	324
2024	Juli	Ikan Terbang (Flying fish)	21
2024	Juli	Japuh (Rainbow sardine)	325
2024	Juli	"Banyar Restrelliger 
kanagurta"	5.266
2024	Juli	Kembung (Indian mackerels)	43.914
2024	Juli	Layang (Scads)	351
2024	Juli	Siro/Lemuru (Spotted sardinella)	3.180
2024	Juli	Selar (Trevallies)	3.316
2024	Juli	Tembang (Fringescale sardinella)	5.986
2024	Juli	Selanget (Chacunda gizzard shad)	1.117
2024	Juli	Tetengkek (Torpedo scad)	2.183
2024	Juli	Semar (Mene maculata)	33
2024	Juli	Tongkol (Frigate tuna)	780
2024	Juli	Layaran (Indo-pacific sailfish)	-
2024	Juli	Tenggiri (Narrow barred king mackerel)	1.924
2024	Juli	Cucut (Sharks)	77
2024	Juli	Manyung (Sea-cat fishes)	358
2024	Juli	Sebelah (Croaker)	1.575
2024	Juli	Kuwe (Great trevally)	664
2024	Juli	Bawal Hitam (Black pomfret)	26
2024	Juli	Bawal Putih (White pomfret)	-
2024	Juli	Golok-Golok (Dorab Wolf Hering)	914
2024	Juli	Beloso (Lizard fishes)	2.756
2024	Juli	Gerot-gerot (Saddle grunt)	124
2024	Juli	Peperek (Pony fishes)	13.909
2024	Juli	Kakap Putih (Giant Perach)	27
2024	Juli	Kakap Merah (Red Snapper)	8
2024	Juli	Jenaha (Snapper)	16
2024	Juli	Kurisi (Threadfin bream)	2.798
2024	Juli	Kuniran (Sulphur goatfish)	24.041
2024	Juli	Kuro (Giant threadfish)	97
2024	Juli	Alu-alu (Barracuda)	95
2024	Juli	Kerong-Kerong (Jarbua terapon)	492
2024	Juli	Layur (Hairtail fishes)	2.639
2024	Juli	Samgeh (Croackers)	9.935
2024	Juli	Pari (Rays)	2.335
2024	Juli	Ekor Kuning (Yellow tail)	209
2024	Juli	Kerapu (Grouper)	366
2024	Juli	Beronang (Spotted spinefoot)	219
2024	Juli	" Udang 
Jerbung"	349
2024	Juli	Udang Krosok (Tiger cat shrimp)	3.036
2024	Juli	Rajungan (Swimming crabs)	12.662
2024	Juli	Cumi-cumi (Common squids)	10.223
2024	Juli	Sotong (Cuttle fish)	4.970
2024	Juli	Gurita (Octopuses)	458
2024	Juli	Udang lainnya (Other shrimps)	2.279
2024	Juli	"Udang Dogol Metapenaeus 
monoceros"	-
2024	Juli	"Sembilang  Euristhmus 
microceps"	2.208
2024	Juli	"Udang Kipas Tenus 
Orientalis"	-
2024	Juli	Ikan Karang Lainnya	77
2024	Juli	Gabus Laut	60
2024	Juli	 Lemadang 	
2024	Juli	 Lencam	1
2024	Juli	 Ayam-ayam	6
2024	Juli	 Rejung	170
2024	Juli	Layang Deles	-
2024	Juli	Sunglir	-
2024	Juli	Tuna Mata Besar	-
2024	Juli	Madidihang	-
2024	Juli	Tongkol Pisang Balaki	-
2024	Juli	Cakalang	-
2024	Juli	Lemadang	-
2024	Juli	Setuhuk Hitam	-
2024	Juli	Tenggiri	-
2024	Juli	Cucut Lanjam	-
2024	Agustus	Teri (Anchovy)	15.556
2024	Agustus	Teri Nasi (Anchovies)	-
2024	Agustus	Belanak (Mullets)	95
2024	Agustus	Bentong (Oxeye scad)	708
2024	Agustus	Cendro (Needle fish)	113
2024	Agustus	Talang-Talang (Queen fish)	-
2024	Agustus	Ikan Terbang (Flying fish)	15
2024	Agustus	Japuh (Rainbow sardine)	878
2024	Agustus	"Banyar Restrelliger 
kanagurta"	830
2024	Agustus	Kembung (Indian mackerels)	32.762
2024	Agustus	Layang (Scads)	56
2024	Agustus	Siro/Lemuru (Spotted sardinella)	2.286
2024	Agustus	Selar (Trevallies)	2.131
2024	Agustus	Tembang (Fringescale sardinella)	23.036
2024	Agustus	Selanget (Chacunda gizzard shad)	1.731
2024	Agustus	Tetengkek (Torpedo scad)	1.472
2024	Agustus	Semar (Mene maculata)	798
2024	Agustus	Tongkol (Frigate tuna)	2.258
2024	Agustus	Layaran (Indo-pacific sailfish)	28
2024	Agustus	Tenggiri (Narrow barred king mackerel)	1.414
2024	Agustus	Cucut (Sharks)	188
2024	Agustus	Manyung (Sea-cat fishes)	264
2024	Agustus	Sebelah (Croaker)	726
2024	Agustus	Kuwe (Great trevally)	742
2024	Agustus	Bawal Hitam (Black pomfret)	-
2024	Agustus	Bawal Putih (White pomfret)	-
2024	Agustus	Golok-Golok (Dorab Wolf Hering)	893
2024	Agustus	Beloso (Lizard fishes)	6.776
2024	Agustus	Gerot-gerot (Saddle grunt)	144
2024	Agustus	Peperek (Pony fishes)	8.994
2024	Agustus	Kakap Putih (Giant Perach)	6
2024	Agustus	Kakap Merah (Red Snapper)	8
2024	Agustus	Jenaha (Snapper)	13
2024	Agustus	Kurisi (Threadfin bream)	98
2024	Agustus	Kuniran (Sulphur goatfish)	26.999
2024	Agustus	Kuro (Giant threadfish)	78
2024	Agustus	Alu-alu (Barracuda)	98
2024	Agustus	Kerong-Kerong (Jarbua terapon)	275
2024	Agustus	Layur (Hairtail fishes)	365
2024	Agustus	Samgeh (Croackers)	7.262
2024	Agustus	Pari (Rays)	3.466
2024	Agustus	Ekor Kuning (Yellow tail)	22
2024	Agustus	Kerapu (Grouper)	157
2024	Agustus	Beronang (Spotted spinefoot)	-
2024	Agustus	" Udang 
Jerbung"	814
2024	Agustus	Udang Krosok (Tiger cat shrimp)	6.423
2024	Agustus	Rajungan (Swimming crabs)	10.932
2024	Agustus	Cumi-cumi (Common squids)	3.480
2024	Agustus	Sotong (Cuttle fish)	4.262
2024	Agustus	Gurita (Octopuses)	526
2024	Agustus	Udang lainnya (Other shrimps)	2.380
2024	Agustus	"Udang Dogol Metapenaeus 
monoceros"	-
2024	Agustus	"Sembilang  Euristhmus 
microceps"	1.611
2024	Agustus	"Udang Kipas Tenus 
Orientalis"	-
2024	Agustus	Ikan Karang Lainnya	-
2024	Agustus	Gabus Laut	10
2024	Agustus	 Lemadang 	-
2024	Agustus	 Lencam	7
2024	Agustus	 Ayam-ayam	-
2024	Agustus	 Rejung	42
2024	Agustus	Layang Deles	-
2024	Agustus	Sunglir	-
2024	Agustus	Tuna Mata Besar	-
2024	Agustus	Madidihang	-
2024	Agustus	Tongkol Pisang Balaki	-
2024	Agustus	Cakalang	-
2024	Agustus	Lemadang	-
2024	Agustus	Setuhuk Hitam	-
2024	Agustus	Tenggiri	-
2024	Agustus	Cucut Lanjam	-
2024	September	Teri (Anchovy)	9.720
2024	September	Teri Nasi (Anchovies)	-
2024	September	Belanak (Mullets)	93
2024	September	Bentong (Oxeye scad)	420
2024	September	Cendro (Needle fish)	92
2024	September	Talang-Talang (Queen fish)	26
2024	September	Ikan Terbang (Flying fish)	-
2024	September	Japuh (Rainbow sardine)	-
2024	September	"Banyar Restrelliger 
kanagurta"	-
2024	September	Kembung (Indian mackerels)	24.419
2024	September	Layang (Scads)	-
2024	September	Siro/Lemuru (Spotted sardinella)	9.135
2024	September	Selar (Trevallies)	1.090
2024	September	Tembang (Fringescale sardinella)	13.158
2024	September	Selanget (Chacunda gizzard shad)	3.497
2024	September	Tetengkek (Torpedo scad)	413
2024	September	Semar (Mene maculata)	3.866
2024	September	Tongkol (Frigate tuna)	210
2024	September	Layaran (Indo-pacific sailfish)	-
2024	September	Tenggiri (Narrow barred king mackerel)	1.010
2024	September	Cucut (Sharks)	46
2024	September	Manyung (Sea-cat fishes)	107
2024	September	Sebelah (Croaker)	926
2024	September	Kuwe (Great trevally)	399
2024	September	Bawal Hitam (Black pomfret)	13
2024	September	Bawal Putih (White pomfret)	-
2024	September	Golok-Golok (Dorab Wolf Hering)	526
2024	September	Beloso (Lizard fishes)	4.541
2024	September	Gerot-gerot (Saddle grunt)	8
2024	September	Peperek (Pony fishes)	8.781
2024	September	Kakap Putih (Giant Perach)	-
2024	September	Kakap Merah (Red Snapper)	25
2024	September	Jenaha (Snapper)	20
2024	September	Kurisi (Threadfin bream)	72
2024	September	Kuniran (Sulphur goatfish)	24.270
2024	September	Kuro (Giant threadfish)	41
2024	September	Alu-alu (Barracuda)	31
2024	September	Kerong-Kerong (Jarbua terapon)	592
2024	September	Layur (Hairtail fishes)	831
2024	September	Samgeh (Croackers)	5.015
2024	September	Pari (Rays)	3.088
2024	September	Ekor Kuning (Yellow tail)	-
2024	September	Kerapu (Grouper)	5
2024	September	Beronang (Spotted spinefoot)	-
2024	September	" Udang 
Jerbung"	831
2024	September	Udang Krosok (Tiger cat shrimp)	6.042
2024	September	Rajungan (Swimming crabs)	10.358
2024	September	Cumi-cumi (Common squids)	1.745
2024	September	Sotong (Cuttle fish)	4.839
2024	September	Gurita (Octopuses)	775
2024	September	Udang lainnya (Other shrimps)	2.304
2024	September	"Udang Dogol Metapenaeus 
monoceros"	-
2024	September	"Sembilang  Euristhmus 
microceps"	970
2024	September	"Udang Kipas Tenus 
Orientalis"	-
2024	September	Ikan Karang Lainnya	25
2024	September	Gabus Laut	45
2024	September	 Lemadang 	6
2024	September	 Lencam	59
2024	September	 Ayam-ayam	-
2024	September	 Rejung	-
2024	September	Layang Deles	825
2024	September	Sunglir	4
2024	September	Tuna Mata Besar	14077
2024	September	Madidihang	9670
2024	September	Tongkol Pisang Balaki	14
2024	September	Cakalang	31927
2024	September	Lemadang	147
2024	September	Setuhuk Hitam	41
2024	September	Tenggiri	5
2024	September	Cucut Lanjam	58
2024	Oktober	Teri (Anchovy)	67.354
2024	Oktober	Teri Nasi (Anchovies)	-
2024	Oktober	Belanak (Mullets)	111
2024	Oktober	Bentong (Oxeye scad)	2.991
2024	Oktober	Cendro (Needle fish)	142
2024	Oktober	Talang-Talang (Queen fish)	30
2024	Oktober	Ikan Terbang (Flying fish)	52
2024	Oktober	Japuh (Rainbow sardine)	1.096
2024	Oktober	"Banyar Restrelliger 
kanagurta"	-
2024	Oktober	Kembung (Indian mackerels)	38.859
2024	Oktober	Layang (Scads)	104
2024	Oktober	Siro/Lemuru (Spotted sardinella)	2.683
2024	Oktober	Selar (Trevallies)	3.668
2024	Oktober	Tembang (Fringescale sardinella)	45.682
2024	Oktober	Selanget (Chacunda gizzard shad)	4.753
2024	Oktober	Tetengkek (Torpedo scad)	5.778
2024	Oktober	Semar (Mene maculata)	2.066
2024	Oktober	Tongkol (Frigate tuna)	2.654
2024	Oktober	Layaran (Indo-pacific sailfish)	13
2024	Oktober	Tenggiri (Narrow barred king mackerel)	1.826
2024	Oktober	Cucut (Sharks)	4
2024	Oktober	Manyung (Sea-cat fishes)	277
2024	Oktober	Sebelah (Croaker)	827
2024	Oktober	Kuwe (Great trevally)	391
2024	Oktober	Bawal Hitam (Black pomfret)	33
2024	Oktober	Bawal Putih (White pomfret)	-
2024	Oktober	Golok-Golok (Dorab Wolf Hering)	854
2024	Oktober	Beloso (Lizard fishes)	3.616
2024	Oktober	Gerot-gerot (Saddle grunt)	-
2024	Oktober	Peperek (Pony fishes)	11.728
2024	Oktober	Kakap Putih (Giant Perach)	-
2024	Oktober	Kakap Merah (Red Snapper)	36
2024	Oktober	Jenaha (Snapper)	12
2024	Oktober	Kurisi (Threadfin bream)	118
2024	Oktober	Kuniran (Sulphur goatfish)	20.960
2024	Oktober	Kuro (Giant threadfish)	17
2024	Oktober	Alu-alu (Barracuda)	155
2024	Oktober	Kerong-Kerong (Jarbua terapon)	1.990
2024	Oktober	Layur (Hairtail fishes)	2.436
2024	Oktober	Samgeh (Croackers)	4.440
